site,log_diam,GTR,GTR_age,forest_age,Ambl_serp,Ambl_subt,Barb_barb,Barb_hatc,Blep_tric,Braa_velu,Brau_eryt,Brau_sale,Bryu_mora,Call_cusp,Caly_inte,Camp_chrys,Camp_somm,Cera_purp,Clim_dend,Dicr_fusc,Dicr_mont,Dicr_poly,Dicr_scop,Eurh_pulc,Fiss_osmu,Hete_dimo,Homa_tric,Hylo_splen,Hypn_ando,Hypn_cupr,Hypn_pall,Isop_pulc,Lopc_hete,Lopc_mino,Lopz_obtu,Lopz_long,Metz_furc,Mniu_stel,Neck_penn,Orth_gymn,Orth_obtu,Orth__spec,Para_long,Plac_aspl,Plac_pore,Plam_cusp,Plat_curv,Plat_dent,Plat_laet,Pleu_schr,Pohl_nut,Ptid_cili,Ptid_pulc,Ptiu_cris,Pyla_poly,Radu_comp,Rhiz_punc,Rhod_rose,Rhyt_triq,Sani_unci,Sciu_oedi,Sciu_popu,Sciu_refl,Sciu_star
10,3.879150634996876,1,30.,0,0,0,0,0,0,1.2,0,1035.6,0,0,0,0,25.2,0,0,0,0,0,300.,0,0,0,0,88.,0,0,0,0,2.,0,0,0,0,0,0,0,0,69.5,0,0,0,6.,0,0,0,82.,0,0,29.,0,88.,0,0,0,0,364.2,37.800000000000004,0,66.,0
10,3.059962733541566,1,30.,0,6.375,0,0,0,0,0,0,168.2,0,0,0,0,104.,0,0,0,0,0,0,0,0,0,0,1050.,0,0,0,0,0,0,0,0,0,0,0,0,6.,15.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.,0,0,0,0
10,3.4703906309918593,1,30.,0,24.,0,0,0,0,0,0,355.7,266.,0,0,0,24.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.,31.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400.,242.6,0,0,49.8,0
10,2.6164702298441624,1,30.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.4,0,0,0,0,0,0,0,8.,0,0,0,0,0,0,0,0,0,64.4,1.2,0,416.,0
10,3.17275822768691,1,30.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.4,55.6,0,0,0,0,0,0,0,0,0,1.,0,0,0,0,0,0,0,0,2.,0,0,0,0,0,0,8.,270.,0,43.2,43.2,0,0,0,0,0,0,588.,40.,0,89.4,0
10,3.5737689854456947,1,30.,0,0,0,0,0,0,0,27.4,0.9,7.,0,0,0,7.2,0,0,0,0,0,1.,0,0,0,0,1594.,0,0,0,0,2.,0,0,4.,0,0,0,0,0.25,2.25,0,0,0,0,0,0,0,0,0,0,11.,0,10.,11.,0,0,0,1232.5,9.,0,0,0
10,3.715082518512272,1,30.,0,0,0,0,0,0,0,0,5.,0,0,0,0,36.,0,0,3.,0,0,19.,0,0,0,0,632.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540.,1.,0,22.,0,0,3.,0,0,0,41.,6.,0,8.8,13.2
10,4.128269672714347,1,30.,0,0,198.,0,0,0,1154.16,0,930.66,0,0,0,0,244.,0,2.,0,0,0,45.,0,0,0,0,352.4,0,6.,0,0,0,0,0,0,0,0,0,0,0,2.,0,0,0,0,0,5.,0,0,1.,0,11.,0,32.,620.,0,0,0,754.38,0.5,0,158.98,0
10,3.99693367065326,1,30.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.,0,110.,0,0,0,0,1650.,0,48.,0,0,0,0,0,0,0,0,0,0,0,2.,0,0,0,0,0,0,0,310.,1.,0,44.,0,4.,25.,0,0,0,544.,0,700.2,486.4,0
1,3.6343936072621292,1,5.,0,0,0,0,0,0,0,0,148.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.,0,0,0,0,112.,0,0,0,4.,0,0,0,0,0,0,0,0,0,562.4,0,0,107.98,40.32
1,3.103765356199959,1,5.,0,0,0,0,0,0,0,0,191.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84,9.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.,76.8,0,320.6,0
1,3.36612962066745,1,5.,0,0,0,0,0,2.6,0,0,104.4,0,0,0,0,0,0,0,0,0,0,12.,0,0,0,0,194.,0,0,0,0,23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.,0,0,0,0,0,0,0,0,0,0,0,633.2,0,0,224.,0
1,2.5188317602802464,1,5.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,0,0,2.4
1,3.509230464308123,1,5.,0,0,0,0,0,0,74.56,0,173.76,0,0,0,0,0,0,0,0,0,0,9.,0,13.,0,0,365.,0,0,0,0,7.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.,0,0,0,0,0,0,0,0,0,0,3.,2044.3,0,0,63.82,23.16
1,2.966143978323911,1,5.,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.,0,0,0,0,0,15.,0,4.,0,0,13.2,0,0,0,0,0,0,117.9,0,0,76.5,0
19,4.207128247626667,0,0,110.,0,0,0,0,0,0,0,273.,7.,0,0,0,320.,0,0,0,0,0,6.6,0,0,0,0,1032.,0,0,0,0,37.,0,0,18.,0,0,0,0,0,3.,15.4,0,0,0,0,0,0,0,0,0,368.,0,30.,0,0,0,0,1492.,0,0,0.5,8.
19,3.859216420096059,0,0,110.,8.,0,0,0,0,13.,0,26.,0,0,0,0,28.,0,0,0,0,0,1.,0,0,0,0,3220.6,0,10.4,0,0,18.,0,0,0,0,0,0,0,0,4.,0,0,0,22.,0,0,0,0,0,0,0,0,12.,30.,0,0,0,1338.8,27.6,0,0,0
19,3.8250834137266003,0,0,110.,1.,0,0,0,0,309.40000000000003,0,334.29,18.,0,0,0,360.7,0,0,0,0,0,10.,0,0,0,0,0,0,0,0,0,1.,0,0,0,0,0,0,0,0,26.,0,0,0,100.,0,0,0,0,0,0,0,0,205.,39.,0,0,0,620.8000000000001,0,0,0,0
19,3.0893766187478593,0,0,110.,0,0,0,0,0,0,0,55.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.,0,0,0,0,0,0,0,0,0,0,0,0,0,17.,0,0,0,0,0,0,0,0,0,0,0,0,354.,0,0,0,0,757.,0,0,0,0
19,2.8255620277027216,0,0,110.,0,0,0,0,0,28.,0,0,0,0,0,0,0,0,0,0,0,0,96.,0,0,0,0,640.,0,0,0,0,0,0,0,0,0,0,0,0,0,3.,0,0,0,0,0,0,0,0,0,0,193.,0,71.,0,0,0,0,210.8,10.,0,42.,0
19,3.3211782328051838,0,0,110.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.,38.,0,0,0,0,0,0,87.,0,0,580.8000000000001,0,108.,0,0,0,0,367.,119.92,0,179.88,0
19,2.9496146763727005,0,0,110.,0,0,0,0,0,0,0,248.39,0,0,0,0,0,0,0,0,0,0,309.,0,0,0,0,220.,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.8,0,0,0,0,0,0,0,0,0,0,365.75,0,0,0,0,0,0,238.6,11.85,0,145.35,0
20,3.274110721947198,0,0,120.,0,0,0,0,0,0,0,81.,0,0,0,0,0,0,0,0,0,0,53.,0,0,0,0,235.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.4,0,0,0,0,0,0,673.8,22.5,0,0,16.5
20,3.261989361414853,0,0,120.,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,8.,0,0,0,0,0,0,0,0,0,31.8,0,0,0,0,0,0,0,0,0,0,0,0,1.,0,0,12.,602.,0,0,0,0,0,285.6,0,0,0,1069.6,0,0,19.,0
20,3.45038996428519,0,0,120.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400.2,0,0,0,0,500.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.32,0,0,0,1224.,0,0,0,0,0,0,795.2,317.28000000000003,0,26.4,26.4
20,3.4802429274348707,0,0,120.,0,0,0,0,0.5,3.6,0,0,0,0,0,0,36.,0,0,0,0,0,13.,0,0,0,0,618.,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,10.,40.,42.,0,0,22.4,0,5.,8.,0,0,0,864.,3.6,0,0,10.8
16,3.9241743163708316,0,0,107.,0,0,0,0,0,0,0,3.,0,0,0,6682.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.,1.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.,0,0,0,0,0
16,3.6343936072621292,0,0,107.,0,0,0,0,0,6.,0,0,0,0,0,0,616.,0,493.2,0,0,0,0,0,0,0,0,416.4,0,0,0,0,7.,0,0,0,0,0,0,0,0.5,0.5,0,0,0,25.,0,0,0,0,0,0,3.,0,0,0,0,0,0,252.,0,0,0,14.
16,2.915713124697019,0,0,107.,0,0,0,0,0,0,0,33.6,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,6.,0,6.5,0,0,0,0,0,0,0,0,0,0,69.3,29.7,0,0,0,28.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.,0,0,0,0
16,2.592939732433968,0,0,107.,0,0,0,0,0,8.4,0,0,0,0,0,0,334.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.,0,0,0,0,0,0,0,0,0,0.5,0,0,0,8.,0,0,0,1.,0,0,0,0,2.,0,0,0,0,355.25,4.,0,0,0
16,3.859216420096059,0,0,107.,122.4,0,0,0,0,0,0,0,0,0,0,0,489.6,0,0,0,0,0,0,0,0,0,0,2177.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.,0,0,0,0,0,0,0,0,11.,1405.1,0,0,0,1430.,0,0,0,0
16,3.9672579025071433,0,0,107.,171.6,0,0,0,0,0,0,10.,0,0,0,0,0,0,0,6.4,0,0,9.6,0,0,0,0,110.,0,0,0,0,19.,0,0,0,0,0,0,0,0,0,0,0,0,928.8,0,0,0,0,0,0,70.,0,134.4,140.,0,0,0,70.,8.,0,0,0
16,3.3211782328051838,0,0,107.,10.,0,0,0,0,3.2,0,21.6,0,0,0,0,0,0,0,3.,0,0,129.5,0,0,0,0,82.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.,0,2.4,53.6,0,0,0,0,0,0,180.,23.,0,3.2,0
20,3.707300378070217,0,0,120.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.,0,0,0,0,858.,0,0,0,0,0,0,0,0,0,0,0,0,0,1.,0,0,0,0,0,0,0,12.,0,35.,417.9,0,0,0,0,0,0,367.35,0,0,238.,0
20,3.6259547386162647,0,0,120.,0,0,0,0,0,0,0,8.,0,0,0,0,25.6,0,0,0,0,0,16.,0,0,0,0,20.,0,0,0,0,0,0,0,0,2.,0,0,0,0,1.5,24.,0,0,530.,0,1.,0,0,0,0,517.5,0,15.,40.,0,0,0,216.,27.8,0,89.6,0
20,3.2979213706409163,0,0,120.,0,0,0,0,0,462.,0,0,0,0,0,0,0,0,0,0,6.,0,35.6,0,0,0,0,8.,0,168.,0,0,5.,0,0,0,0,0,0,0,0,2.,26.4,0,0,0,0,0,0,0,0,0,636.,0,0,8.,0,0,0,35.,0,0,0,0
16,4.0482269650408105,0,0,107.,0,0,0,0,0,9.,0,947.,0,0,0,0,0,0,0,0,0,0,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0,160.,0,0,0,12.,0,0,27.,0,441.,431.,0,0,1522.,1139.8,0,0,947.,0
15,3.0141531975102716,0,0,95.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.1,0,0,0,0,13.,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,891.1,217.7,0,0,4.,0
15,2.381630638766761,0,0,95.,0,0,0,0,0,0,0,0,0,0,0,0,980.,0,0,0,0,0,2.,0,0,0,0,216.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.,0,0,0,162.,0,0,0,0
15,3.4703906309918593,0,0,95.,0,34.7,0,0,0,359.9,145.6,485.8,0,0,0,0,141.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.,8.,0,0,0,0,0,0,0,0,0,0,0,0,0,431.4,0,0,4362.,34.7,0,12.,69.4,0
15,3.103765356199959,0,0,95.,0,0,0,0,0,0,182.4,0,0,0,0,0,0,0,0,0,0,0,3.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.,0,0,0,2058.,0,0,0,0,0,0,0,0,4.,0,0,0,0,626.6,0,0,0,0
15,3.4299810926539824,0,0,95.,0,0,0,0,0,1945.,0,1.,0,0,0,0,0,0,0,0,0,0,4.,0,0,0,0,6.,0,0,0,0,4.,0,0,0,0,0,0,0,4.,13.,0,0,0,620.,0,0,0,0,0,0,0,0,5.,5.,0,0,0,502.,1.,0,67.2,0
15,2.767293119578746,0,0,95.,0,0,0,0,0,331.5,0,12.,0,0,0,0,0.5,0,0,0,0,0,2.,0,0,0,0,0,0,0,0,0,8.,0,0,0,0,0,0,0,0,0,0,0,0,22.,0,38.,0,0,0,0,0,0,0,0,0,0,0,154.,0,0,0,0
21,3.564800315462934,0,0,90.,21.6,0,0,0,0,21.4,0,3175.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1.,0,0,0,0,249.05,0,0,0,0,33.9,0,0,3.6,0
21,3.2119789408401913,0,0,90.,644.,0,0,0,0,0,0,80.,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,6.,0,0,0,0,7.,0,0,0,0,0,0,0,0,0,0,0,0,1.,0,16.,0,0,0,0,0,0,110.,0,0,0,0,355.,0,0,0,0
21,3.398564896420604,0,0,90.,236.4,0,0,0,0,96.,0,672.,0,0,0,0,282.6,0,0,0,0,0,0,0,0,0,0,40.,0,0,0,0,2.,0,0,0,0,0,0,0,0,2.,0,0,0,1185.6000000000001,0,0,0,0,0,0,0,0,40.,0,0,0,0,1055.5,14.,0,96.,282.6
21,3.4802429274348707,0,0,90.,0,0,0,0,0,0,0,943.5,0,0,0,0,0,0,0,0,0,0,96.,0,0,0,0,572.,0,1360.,0,0,0,0,0,0,0,0,0,2.85,16.15,0,0,0,0,1600.,0,0,0,400.,0,0,0,0,745.25,0,0,0,272.,97.75,9.,0,0,0
21,2.806513832732027,0,0,90.,0,0,0,0,0,0,0,84.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.,0,0,0,0,0,0,0,4.,7.,0,0,0,2.,0,0,0,66.,0,0,0,0,4.,0,0,4.,378.,406.,0,0,120.,0
21,2.7470904122612265,0,0,90.,0,0,0,0,0,0.5,0,975.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.,0,0,7.,0,0,0,0,0,0,0,0,0,0,0,0,1.,0,0,0,0,0,0,0,0,0,0,0,0,0,328.,0,0,108.,0
21,3.5374013412748195,0,0,90.,0,0,0,0,0,0,0,1864.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,2.,0,0,0,0,0,0,0,0,0,0,0,0,176.,0,0,0,0,584.5,2.,0,970.6,0
21,3.131936233166655,0,0,90.,0,0,0,0,0,0,0,1565.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.,0,0,0,0,0,0,0,0,2.,0,0,0,3.,0,0,0,0,0,0,0,0,448.,0,2.,0,0,313.,0,0,1138.9,0
21,3.5826579328629404,0,0,90.,0,0,0,0,0,10.85,21.7,0,0,0,0,0,1950.15,0,0,0,0,0,0,0,0,0,0,1.,0,0,0,0,7.,0,0,0,0,0,0,0,0,1.,0,0,0,0,0,0,0,0,0,0,0,0,85.,2.,0,0,0,366.,103.85,0,1386.9,0
21,3.5374013412748195,0,0,90.,22.,0,0,0,0,0,0,49.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.,0,0,0,0,24.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.,0,1.,0,0,3117.7,0,0,79.3,0
25,3.642761856932646,0,0,87.,9.,0,0,0,0,483.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3350.,0,0,0,0,0,0,0,0,0,0,6.,0.5,0,12.,0,0,0,182.,0,0,0,0,0,0,0,0,248.,907.2,0,0,0,840.,0,0,0,0
25,3.767924999886652,0,0,87.,0,0,0,0,0,9.,0,34.,0,0,0,0,351.5,0,0,0,0,0,8.,0,0,0,0,1152.,0,0,0,0,0,0,0,0,0,0,0,0,0,32.,0,0,0,110.,0,0,0,0,0,0,0,0,792.,15.,0,0,12.,1224.,6.,0,0,0
25,3.651060659747341,0,0,87.,0,0,0,0,0,0,0,442.8,0,0,0,0,0,0,0,0,0,0,11.,0,0,0,0,3080.,0,1.,0,0,0,0,0,0,0,0,0,0,0,3.,0,0,0,12.,0,0,0,0,0,0,0,0,498.2,0,0,0,0,140.,0,0,16.,0
28,3.6343936072621292,0,0,150.,0,0,0,0,0,92.,0,237.5,0,0,0,0,0,0,0,0,0,0,105.,10.,0,0,0,824.,712.,0,0,0,0.5,0,0,0,319.6,61.,60.,0,0,0,0,0,0,0,0,0,2.,82.,0,0,53.,0,9.,848.,0,0,6.,4523.,689.,0,24.5,0
28,3.8857080355430353,0,0,150.,0,0,0,0,0,2047.32,0,0,0,0,0,0,92.4,0,0,0,0,0,468.,0,0,0,0,990.,0,0,0,0,0,0,0,73.5,0,0,0,0,0,0,0,0,0,0,0,8.1,0,145.,0,0,30.,0,0,4160.,0,0,0,1767.,291.,0,0,507.12
28,3.804030004528768,0,0,150.,0,0,0,0,0,5.5,0,192.,0,0,0,0,77.,0,0,0,0,0,45.,120.,0,0,0,130.,0,39.1,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,30.,0,0,27.5,0,0,0,0,29.,0,130.,150.4,0,0,0,1859.2,896.,0,0,5.5
28,3.7380720367369706,0,0,150.,0,0,0,0,0,0,0,107.7,0,0,0,0,0,0,0,0,0,0,192.,3030.,0,0,0,1500.,0,0,0,0,4.,0,0,119.5,0,0,0,0,0,0,0,0,343.,0,0,6.,0,520.,0,0,24.,0,2.,5720.,0,0,0,138.,502.6,0,0,0
28,4.1782800932890085,0,0,150.,14.,0,0,0,0,0,322.8,2330.,0,0,0,0,14.,0,0,0,0,0,11.,0,0,0,0,1275.8,0,0,0,0,0,0,0,0,0,0,42.,0,0,5.,0,0,0,18.,0,0,0,0,0,0,8.,0,55.,5320.,0,0,1589.,312.,216.,0,0,0
28,4.123128273213928,0,0,150.,0,0,0,0,0,583.,0,1166.,0,0,0,0,0,0,0,0,0,0,33.,583.,0,0,0,2746.,0,75.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2307.,416.,0,180.,0,0,0,0,16.,0,0,25.,0,0,0,200.,0,0,0,583.
25,2.8806218048857493,0,0,87.,4.9,0,0,0,0,19.6,5.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935.,0,198.,0,0,0,6.,0,0,0,0,0,0,0,2.,0,0,0,0,0,0,0,0,0,0,0,0,70.2,0,0,0,0,148.5,0,0,33.65,5.
25,2.5688421808549076,0,0,87.,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0.5,0,6.,0,0,0,0,648.,0,0,0,0,12.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.,0,0,168.48,0,0,0,0,0,0,101.8,0,0,5.6,0
25,3.1593352073547694,0,0,87.,0,0,0.5,1.4,0,1.2225000000000001,0,0,0,0,0,0,0,0,0,0,1.,0,12.,0,0,0,0,1540.,0,8.557500000000001,0,0,0.5,0,0,0.5,0,0,0,0,0,0.5,3.,0,0,0,0,0,0,10.,0,0,165.2,0,11.,0.5,0,0,0,779.07,0,0,0,0
25,3.6994572006091913,0,0,87.,18.,0,0,0,0,0,0,11.7,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,1484.,0,6.7,0,0,3.,0,0,0,0,0,0,0,0,1.,3.2,0,0,1486.,0,0,0,0,0,0,0,0,14.,0,0,0,1.,2643.3,0,0,0,0
25,3.2860869129939134,0,0,87.,0,0,0,0,0,19.,0,4.8,0,0,0,0,0,0,0,0,0,0,25.,0,0,0,0,0,0,0,0,0,21.,0,0,0,0,0,0,0,0,1.,0,0,0,0,0,83.8,0,7.,0,0,4.,0,0,48.,0,184.,0,1642.,151.4,0,73.10000000000001,7.7
25,3.1860034544369307,0,0,87.,0,0,0,0,0,143.05,0,33.,0,150.55,0,0,0,0,0,0,0,0,3.,0,0,0,0,1092.,0,0,0,0,0,0,0,0,0,0,0,0,439.2,64.,0,0,0,0,0,0,0,0,0,0,16.,0,116.5,0,0,0,0,77.,19.6,0,97.1,26.
26,2.787095746874926,0,0,120.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.,0,0,0,0,720.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.,0,0,0,0,0,0,294.,0,0,134.,0
26,2.966143978323911,0,0,120.,0,0,0,9.,0,0.5,0,25.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.,0,0,0,0,0,0,0,0,0,0,0,0,285.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.2,15.,0,0,0
26,3.387869607303856,0,0,120.,0,0,0,0,0,1263.,0,867.,0,0,0,0,0,0,0,0,0,0,78.,0,0,0,0,110.,0,0,0,0,0,0,0,0,0,0,0,0,968.,1.2,0,0,0,0,0,0,0,8.,0,0,0,0,0,0,0,0,0,1470.,0,0,0,0
26,3.117949991191915,0,0,120.,0,0,0,0,0,76.5,0,20.,0,0,0,0,0,0,0,0,0,0,22.,0,0,0,0,850.,0,0,0,0,0,0,0,0,0,0,0,0,274.,0,0,0,0,0,0,0,0,0,0,0,60.,0,0,0,0,0,0,172.5,0,0,0,0
26,3.753109914101511,0,0,120.,0,0,0,0,0,8.,0,245.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338.,0,0,0,0,0,0,0,0,0,0,0,0,256.,5.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.3,0,0,0,0
27,3.4899991023802355,0,0,113.,0.5,0,0,0,0,0,0,10.8,0,0,0,0,547.2,0,0,0,0,0,2.,0,0,0,0,2375.,0,0,0,0,0,0,0,0,0,0,0,0,7.2,1.8,0,0,0,0,0,0,0,369.,0,0,6.,0,0,0,0,0,168.,143.6,3.6,0,60.8,0
27,3.7897440472812916,0,0,113.,0,0,0,0,0,1377.,81.,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.,0,0,0,0,0,0,0,0,0,0,0,0,10.8,9.200000000000001,0,740.,0.5,0,0,0,0,0,0,0,0,0,5.,3.,0,0,18.,40.,3.2,0,162.,0
27,3.355079784480865,0,0,113.,0,0,0,0,0,1465.85,0,310.64,0,0,0,0,309.65000000000003,0,0,0,0,0,2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,8.,0,0,0,0,0,0,0,0,0,12.8,117.23,0,22.25,0
27,2.7264711250584908,0,0,113.,0,0,0,0,0,129.3,9.9,47.1,0,0,0,0,0,0,0,0,0,0,8.,0,0,0,0,580.,0,0,0,0,0,0,0,0,0,0,0,0,7.2,18.8,0,0,0,0,0,0,0,0,0,0,4.,0,0,0,0,0,0,45.,9.9,0,100.8,0
27,2.639459748068861,0,0,113.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.,0,0,0,0,364.,0,0,0,0,1.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.,0,0,0,0,0,0,247.8,14.6,0,8.76,0
27,3.103765356199959,0,0,113.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.,0,0,0,0,790.,0,0,0,0,0,0,0,0,0,0,0,0,21.,7.,0,0,0,0,0,0,0,3.,0,0,0,0,0,0,0,0,0,683.7,0,0,0,0
22,3.45038996428519,0,0,149.,0,0,0,0,0,897.6,0,0,0,0,0,0,0,0,0,0,3.,0,0,0,0,0,0,407.,0,51.2,0,0,0,0,0,0,0,0,0,0.5,0,1.5,0,0,0,0,0,0,0,0,0,0,24.,0,18.,0,0,0,0,313.2,58.4,0,348.,0
22,3.2372967488244817,0,0,149.,0,0,0,0,0,298.8,0,0,0,0,0,0,0,0,0,0,0,0,1.,0,0,0,0,93.,0,0,0,0,0,0,0,0,0,0,0,0,0,2.,0,0,0,0,0,0,0,0,0,0,864.6,0,25.,0,0,0,0,255.6,102.4,0,84.8,0
22,3.3096174104041074,0,0,149.,0,0,0,0,0,0,0,317.2,0,0,0,0,0,0,0,0,0,0,13.,0,0,0,0,910.,0,0,0,0,1.,0,0,0,0,0,0,0,0,4.,0,0,0,0,0,0,1.,0,0,0,956.,0,8.,0,0,0,0,393.6,34.,0,252.27,0
22,3.8250834137266003,0,0,149.,0,0,0,0,0,275.2,0,4.8,0,0,0,0,0,0,0,4.,0,0,79.4,0,0,0,0,963.,0,0,0,0,1.,0,0,0,0,0,0,0,0,1.,0,0,0,177.6,0,0,15.,0,0,0,253.,0,100.8,0,0,0,112.4,611.,98.2,0,226.2,0
22,3.845702700929336,0,0,149.,0,0,0,0,0,1533.1,0,5.,0,0,0,0,730.87,0,0,0,0,0,10.,0,0,0,0,954.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.,0,0,0,0,8.,0,0,960.,0,0,0,1412.,4.9,0,0,0
22,3.528098948612506,0,0,149.,1.6,0,0,0,48.,0,0,0,0,0,0,0,0,0,0,0,0,0,560.,0,0,0,0,160.,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2.,0,0,0,4.8,49.,0.8,0.8,0,0,0,1004.4,0,42.9,0,0,0,108.,903.2,177.8,0,0,9.6
22,3.9490203149573624,0,0,149.,0,0,0,0,0,387.6,0,1162.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.,0,28.8,0,0,40.,0,0,0,0,0,0,0,0,6.,0,0,0,0,0,9.25,0,0,0,0,25.,0,9.,9.,0,0,0,4105.,6.25,0,0.5,37.5
18,3.6755516797556367,0,0,96.,0,0,95.,0,0,0,0,223.2,8.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860.,0,0,0,0,3.,0,0,0,0,0,0,0,0,9.,0,0,0,0,0,20.,0,0,0,0,0,0,0,0,0,0,0,655.5,0,0,0,0
18,3.6088603052569646,0,0,96.,0,0,0,0,0,116.,0,13.,0,0,0,0,41.,0,0,0,0,0,0,0,0,0,0,54.,0,0,0,27.,5.,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,45.,0,0,0,0,1728.9,0,0,0,0
